record_id,station_id,river_name,state,date,month,rainfall_mm,upstream_rainfall_mm,forecast_rainfall_next24_mm,water_level_m,warning_level_m,danger_level_m,discharge_cumecs,temperature_c,humidity_pct,soil_moisture_pct,wind_speed_kmph,reservoir_release_cumecs,embankment_condition,historical_flood_freq,distance_to_river_km,elevation_m,population_density,flood_risk_score,alert_level,flood_occurred
18801,STN0481,godavari,West Bengal,06/08/2017,8.0,124.0,119.2,149.2,4.79,4.75,5.66,1122.1,34.4,58.7,48.6,17.4,278.2,Moderate,2.0,4.71,277.1,9886.0,0.648,High,1
18802,STN0316, Kosi ,Gujarat,29/01/2018,1.0,24.8,33.5,12.4,7.72,8.2,9.15,2448.0,30.1,55.9,49.3,25.7,119.4,Good,0.0,8.16,398.0,3726.0,0.553,Moderate,0
18803,STN0492, Narmada ,maharashtra,2019-10-05,10.0,42.5,27.9,13.5,7.16,7.93,8.78,2948.0,25.2,37.4,33.3,5.8,0.0,good,0.0,8.36,163.6,2085.0,0.406,low,0
18804,STN0429,Godavari,west bengal,08/08/2023,8.0,52.1,49.2,55.7,6.63,6.93,8.19,2450.4,26.6,65.6,53.1,24.9,206.7,,2.0,2.23,320.5,,0.467,Moderate,1
18805,stn0443,ganga,Uttar Pradesh,2022-01-15,1.0,12.3,12.7,23.1,1.92,3.98,5.39,520.3,12.3,63.3,46.8,17.6,52.4,GOOD,0.0,6.53,178.6,1054.0,0.237,Low,0
18806,STN0473,Kosi, Gujarat ,23/09/2019,9.0,41.6,42.6,45.3,,6.32,7.72,1136.4,27.0,72.6,43.9,21.9,114.0,Good,3.0,10.44,204.8,8340.0,0.371, Low ,0
18807,Stn-0008, Narmada ,Maharashtra,05-14-2019,5.0,31.6,41.6,19.2,3.16,3.51,4.55,710.5,21.9,50.2,25.1,16.6,164.1,Moderate,0.0,1.54,323.2,4478.0,0.454,moderate,1
18808,STN0075, Mahanadi ,madhya pradesh,2023-05-31,5.0,89.0,99.1,48.1,6.68,6.32,7.14,2153.2,32.7,45.0,64.2,6.5,13.8,moderate,1.0,2.05,134.2,,0.553,HIGH,0
18809,STN0104, Narmada , Maharashtra ,04-30-2018,4.0,68.3,93.5,62.3,5.85,7.26,8.57,2038.0,34.6,48.5,53.8,20.2,14.3,god,0.0,1.0,139.8,3069.0,0.379,LOW,0
18810,STN0128,krishna,odisha,2020-06-13,6.0,105.0,71.6,81.1,4.3,4.48,5.87,1584.7,29.3,99.6,64.2,12.3,166.7,poor,4.0,1.89,126.4,11777.0,0.61, Moderate ,0
18811,Stn-0231,Godavari,west bengal,2017-09-02,9.0,53.4,33.8,73.4,5.47,6.76,8.07,963.8,31.8,71.2,45.9,22.8,198.0,GOOD,5.0,3.43,303.7,2030.0,0.423, Low ,0
18812,STN0304, Krishna ,odisha,2020-09-29,9.0,109.4,139.0,84.2,3.61,4.14,5.17,963.1,29.3,81.3,86.5,5.2,143.8,MODERATE,2.0,1.41,204.9,600.0,0.536,Moderate,0
18813,stn0500, Brahmaputra ,Assam,22/12/2016,12.0,10.4,11.2,2.5,1.22,3.64,4.93,550.1,19.8,68.8,18.1,14.1,94.3,good,1.0,3.24,314.6,7679.0,0.097,low,0
18814,STN0117,KOSI,GUJARAT,12/04/2020,4.0,43.6,41.5,51.0,5.46,5.45,6.38,1707.0,24.6,51.0,51.1,5.8,35.4,Poor,1.0,8.18,260.8,4233.0,0.49,HIGH,0
18815,STN0446,Yamuna,BIHAR,08-08-2019,8.0,288.6,363.8,185.1,7.57,5.47,6.57,1602.7,31.0,85.2,65.0,3.6,247.5,Good,3.0,0.31,100.1,8056.0,0.768, Severe ,1
18816,stn0087,Brahmaputra, Assam ,21-Nov-2021,11.0,16.6,18.6,0.0,,3.45,4.73,487.4,33.3,56.8,27.9,,35.9,good,0.0,0.37,161.5,8762.0,0.257,LOW,0
18817,STN0206,godavari,WEST BENGAL,08-17-2022,8.0,102.9,120.9,117.1,,5.88,6.8,1879.0,34.6,82.2,52.0,20.0,140.0,Poor,0.0,11.94,210.0,3869.0,0.596,moderate,0
18818,STN0307,godavari, West Bengal ,2016/06/27,6.0,50.0,42.8,40.9,3.86,4.83,6.11,999.9,36.6,83.1,60.5,16.6,126.4,poor,0.0,3.54km,258.1,3432.0,0.492,moderate,0
18819,STN0352,Cauvery,Andhra Pradesh,04-Apr-2019,4.0,63.0,39.4,59.6,6.73,8.06,9.2,1133.0,17.7,57.2,54.6,10.6,0.0,good,0.0,7.95,90.0,10924.0,0.491,Moderate,1
18820,stn0177,Ganga, Uttar Pradesh ,2022/06/07,6.0,164.7,154.8,90.7,4.45,4.17,5.24,1578.8,31.7,87.0,72.3,12.0,247.1,god,4.0,7.25,14.3,2941.0,0.583,HIGH,1
18821,STN0047,yamuna,Bihar,20/07/2021,7.0,182.8,198.3,83.0,7.92,8.53,9.43,1414.8,31.4,66.3,50.2,14.7,148.1,good,6.0,14.77,278.6,5338.0,0.523,moderate,0
18822,STN0087,Brahmaputra,Assam,2018/03/05,3.0,88.4,92.4,70.9,3.08,3.45,4.73,849.6,26.6,52.4,54.1,6.2,138.7,GOOD,1.0,4.68,161.5,8762.0,0.391,Low,0
18823,Stn-0198, Godavari ,WEST BENGAL,06-02-2019,6.0,285.0,356.6,235.2,5.75,4.43,5.36,1999.9,33.2,79.7,58.1,22.6,180.4,MODERATE,1.0,6.24,36.4,7651.0,0.747,severe,1
18824,STN0300, Tapi ,karnataka,2019-06-26,6.0,193.2,245.6,246.4,7.57,6.02,6.91,2197.0,28.3,79.5,57.7,,101.2,GOOD,2.0,10.75,222.1,4626.0,0.691, Severe ,1
18825,STN0257,Tapi,Karnataka,2018-11-22,11.0,33.0,,35.1,4.09,5.01,5.92,1178.1,27.1,61.6,24.3,5.8,174.5,good,1.0,7.43,223.8,1789.0,0.481, Moderate ,0
18826,STN0111,GANGA,Uttar Pradesh,2021-03-13,3.0,84.3,95.8,112.9,5.52,6.62,7.57,1177.1,31.2,59.4,31.6,16.7,136.9,moderate ,0.0,6.91,326.1,500.0,0.486,Moderate,0
18827,STN0198,GODAVARI, West Bengal ,11-29-2023,11.0,49.9,62.4,30.5,2.02,4.43,5.36,622.2,35.6,,29.0,14.2,48.8,MODERATE,0.0,5.67,36.4,7651.0,0.205, Low ,0
18828,STN0358,kosi,Gujarat,2023-06-05,6.0,20.4,23.6,0.0,5.63,6.03,7.17,2090.2,23.0,83.0,78.1,9.0,303.9,Good,3.0,10.75,197.7,5222.0,0.621, Moderate ,0
18829,STN0375,narmada,MAHARASHTRA,03-04-2015,3.0,121.0,133.8,106.6,6.09,7.35,8.49,2349.5,15.6,64.0,24.6,9.7,99.2,Moderate,0.0,3.31,315.8,11411.0,0.511,Moderate,0
18830,STN0197,Krishna,Odisha,19-Jul-2018,7.0,218.2,177.8,120.4,7.66,6.89,7.84,2255.4,25.6,86.7,62.2,4.1,249.7,Moderate,3.0,9.97,113.3,6973.0,0.83,High,1
18831,STN0234,ganga,uttar pradesh,2019/03/25,3.0,97.9,95.6,90.4,7.12,6.21,7.16,1358.9,20.4,43.4,46.9,22.6,80.7, Poor ,0.0,0.29,319.2,6376.0,0.644,HIGH,1
18832,STN0062,cauvery,Andhra Pradesh,02/08/2019,8.0,131.3,146.1,113.9,6.7,6.53,7.75,2123.8,28.0,100.0,85.8,24.9,195.5, Moderate ,3.0,12.04,262.2,4977.0,0.619,High,1
18833,STN0147,TAPI,Karnataka,12-29-2024,12.0,70.4,52.8,47.0,3.01,4.11,5.07,864.2 cumecs,31.6,55.0,,19.5,145.4,good,2.0,11.79,323.4,905.0,0.394,LOW,0
18834,STN0353,BRAHMAPUTRA, Assam ,15/06/2019,6.0,240.9,261.9,243.8,7.94,6.76,7.64,2803.0,40.4,100.0,43.4,10.8,112.9,Good,0.0,0.2,9.8,8063.0,0.681,severe,1
18835,STN0417,KOSI,GUJARAT,08-27-2021,8.0,136.9,97.9,96.2,6.05,6.29,7.46,1833.2,35.5,81.4,,19.6,28.4,moderate,0.0,0.3,121.7,3369.0,0.489,moderate,0
18836,stn0152,Narmada,maharashtra,2016-09-04,9.0,82.9,105.1,88.9,6.96,7.59,8.76,1900.1,35.4,68.2,69.7,25.8,250.0,poor,3.0,1.61,242.6,5867.0,0.636,MODERATE,0
18837,STN0487,Ganga, Uttar Pradesh ,05-20-2015,5.0,90.3,101.2,87.1,6.08,6.42,7.76,1303.9,32.5,86.4,55.6,,92.6,Poor,3.0,5.31,8.7,4516.0,0.484,MODERATE,0
18838,STN0308, Krishna ,ODISHA,27/06/2016,6.0,87.8,107.8,103.6,6.93,7.44,8.55,2610.2,31.7,72.5,63.6,1.6,153.3,moderate,1.0,1.94,90.3,10314.0,0.527,Moderate,0
18839,STN0128,Krishna,odisha,08-04-2017,8.0,43.5,31.9,43.5,,4.48,5.87,553.7,24.6,70.3,87.8,16.1,229.4,Moderate,1.0,6.24,126.4,11777.0,0.485,Moderate,0
18840,STN0378,yamuna,bihar,2023-10-31,10.0,46.5,42.8,70.3,5.6,6.62,8.11,907.5,24.2,57.0,39.5,26.5,96.5,good,0.0,14.16,177.9,6124.0,0.412,Low,0
18841,Stn-0197,KRISHNA,odisha,15/11/2022,11.0,53.7,57.0,25.9,5.52,6.89,7.84,1940.6,25.5,40.4,35.3,2.7,43.3,Moderate,0.0,8.91,113.3,6973.0,0.492,Moderate,0
18842,STN0396,ganga, Uttar Pradesh ,04-03-2017,4.0,42.7,43.1,48.2,6.76,7.92,8.86,2350.7,,51.7,78.0,13.4,0.0,god,0.0,14.82,38.5,,0.413, Low ,0
18843,STN0065, Yamuna ,Bihar,07/11/2017,11.0,120.2,95.9,70.2,8.28,8.31,9.31,2410.1,25.3,,25.6,0.0,36.5,Good,0.0,7.6,399.8,6905.0,0.524,Moderate,1
18844,STN0199,YAMUNA, Bihar ,28/07/2018,7.0,208.2,245.9,154.8,,4.11,5.46,1796.5,34.2,63.8,60.8,18.8,241.0,GOOD,3.0,3.1,38.8,9595.0,0.783,High,1
18845,STN0167,KOSI,Gujarat,2016-04-11,4.0,102.1,81.7,90.7,6.45,5.49,6.46,2411.3,22.6,36.7,58.2,19.2,0.0,Good,0.0,3.51,268.7,2496.0,0.539,high,1
18846,STN0167,Kosi, Gujarat ,11-01-2022,11.0,37.6,22.6,52.7,4.5,5.49,6.46,1560.3,22.2,59.7,62.1,25.4,79.8,Moderate,0.0,7.61,268.7,2496.0,0.416,LOW,0
18847,STN0103,narmada,MAHARASHTRA,2021/12/16,12.0,67.7,69.4,43.4,3.14,4.64,6.05,1107.2,38.1,63.2,29.6,21.5,0.0,Moderate,0.0,7.49,15.1,10884.0,0.407,low,0
18848,STN0299,Brahmaputra,ASSAM,12-29-2023,12.0,46.1,43.1,12.0,1.66,3.95,5.27,403.8,22.0,56.0,35.2,19.4,121.7,,0.0,9.84,385.4,6605.0,0.199,low,0
18849,STN0143,Tapi,Karnataka,2018-02-22,2.0,25.3,21.3,34.4,4.2,4.62,5.64,786.2,31.4,40.2,25.5,22.3,80.2,Good,1.0,6.05,229.1,6328.0,0.401,LOW,0
18850,STN0266,Godavari,West Bengal,2021-02-03,2.0,60.8,41.8,48.0,,3.89,5.26,876.6,33.1,51.6,13.5,15.8,20.8,,0.0,5.92,341.3,11751.0,0.296,low,0
18851,STN0198,Godavari,West Bengal,2017-05-12,5.0,137.8,84.3,139.3,5.14,4.43,5.36,1347.2,25.8,68.1,47.1,15.8,92.6,MODERATE,0.0,1.65,36.4,7651.0,0.64,high,0
18852,STN0421,godavari,west bengal,2022/01/20,1.0,80.0,60.9,73.2,6.85,7.54,8.51,2681.8,21.3,50.4,35.1,2.6,88.3,GOOD,0.0,3.91,86.2,10900.0,0.497, Moderate ,0
18853,STN0268,Godavari,west bengal,02-04-2016,2.0,43.5,60.3,46.0,2.77,4.14,5.3,775.1,24.1,59.5,24.7,8.3,197.5,moderate,0.0,1.72,372.6,1602.0,0.302, Low ,0
18854,Stn-0251,MAHANADI,madhya pradesh,2015/04/09,4.0,10.8,14.7,0.0,3.82,3.63,4.93,623.5,26.2,50.4,36.8,11.5,57.0,god,1.0,6.37,19.3,4088.0,0.344,high,0
18855,STN0456,kosi,GUJARAT,2015-08-03,8.0,107.8,119.7,118.6,3.89,4.04,5.45,953.0,-176.0,88.6,51.0,29.3,235.5,good,1.0,8.86,104.6,1534.0,0.456,moderate,0
18856,STN0025,Tapi,Karnataka,04-24-2017,4.0,102.3,63.5,107.5,2.77,3.69,4.79,605.2,23.7,59.4,,23.3,51.4,poor,0.0,1.09,394.7,,0.476,MODERATE,0
18857,STN0113,krishna,Odisha,08-13-2024,8.0,260.4,314.9,238.2,9.19,7.7,9.16,2152.6,32.8,75.4,78.0,14.3,357.4,POOR,3.0,1.16,382.4,10886.0,0.861,SEVERE,1
18858,STN0407, Brahmaputra , Assam ,2018-05-17,5.0,30.0,21.7,15.0,7.36,7.87,9.17,2280.4,24.2,64.5,50.5,22.6,130.8,,0.0,11.45,266.2,1136.0,0.509,MODERATE,0
18859,STN0074,Krishna,odisha,2021-11-22,11.0,38.5,50.2,39.6,8.19,8.01,8.96,2688.8,24.7,72.4,45.9,25.0,198.6,god,0.0,6.13,164.6,6265.0,0.464,high,0
18860,STN0180, Cauvery ,ANDHRA PRADESH,2023-06-22,6.0,182.7,198.6,190.2,4.92,4.33,5.79,1820.5,22.6,62.4,56.9,16.8,,moderate,4.0,7.12,220.9,9286.0,0.589,HIGH,0
18861,STN0196,Mahanadi,MADHYA PRADESH,04-16-2015,4.0,57.9,76.4,53.8,5.06,5.95,6.87,1055.2,43.0,55.6,,0.5,101.5,Good,0.0,2.12,233.5,9534.0,0.374,Low,0
18862,STN0135,yamuna,BIHAR,05-26-2018,5.0,100.1,121.6,99.3,7.02,7.49,8.34,2374.4,,49.8,29.8,10.1,,GOOD,1.0,14.11,168.4,7341.0,0.561,moderate,1
18863,STN0224,YAMUNA,bihar,2015/02/13,2.0,26.8,32.9,0.0,5.14,5.55,6.92,1857.8,,52.7,5.0,7.1,43.7,GOOD,0.0,2.09,383.3,5071.0,0.233,LOW,0
18864,STN0142,NARMADA,maharashtra,2021/06/29,6.0,39.6,34.8,45.9,5.21,6.18,7.53,1961.6,26.8,,61.1,4.2,242.8,POOR,1.0,2.29,47.2,6778.0,0.56,Moderate,0
18865,STN0386,Kosi,Gujarat,20/11/2016,11.0,21.3,20.0,43.5,5.91,7.88,9.04,1684.6,32.1,49.6,48.4,24.4,76.8,Moderate,0.0,12.79,358.6,3394.0,0.447, Low ,0
18866,STN0368,Krishna,odisha,2024/08/07,8.0,229.0,305.0,241.0,8.71,7.74,8.88,3439.7,37.6,73.0,53.4,18.3,247.4,Gud,3.0,8.04,193.0,8461.0,0.704, High ,1
18867,STN0333,kosi,Gujarat,23/09/2015,9.0,184.9,137.8,212.1,6.32,6.88,7.83,2024.1,29.5,76.4,65.6,0.9,171.4,GOOD,0.0,11.87km,213.2,10844.0,0.548,MODERATE,0
18868,STN0267,Ganga,UTTAR PRADESH,2015-02-04,2.0,42.1,54.2,46.0,4.24,4.35,5.73,861.7,30.9,55.6,32.2,0.0,130.4,Gud,0.0,12.58,87.4,7646.0,0.405,low,0
18869,STN0474,krishna,Odisha,08-07-2015,8.0,181.5,236.4,239.1,5.9,5.4,6.54,1589.9,30.3,68.0,55.0,6.1,190.0,GOOD,2.0,3.03,337.1,5216.0,0.685,HIGH,1
18870,STN0262,yamuna,BIHAR,2022-06-27,6.0,286.7,262.8,246.4,8.13,8.54,9.43,2300.3,28.2,94.7,76.1,28.9,307.2,MODERATE,3.0,11.4,208.7,7489.0,0.761, High ,1
18871,STN0492,Narmada,Maharashtra,2022-07-06,7.0,154.4,187.1,178.3,6.53,7.93,8.78,1600.9,33.3,77.4,77.8,13.0,,Moderate,1.0,2.2,163.6,2085.0,0.609,Moderate,0
18867,STN0027,Kosi,gujarat,06-21-2020,6.0,133.5,119.9,133.9,6.2,5.72,6.71,2017.2,30.2,74.3,57.6,10.9,198.1,Modrate,1.0,11.12,7.0,7099.0,0.606,High,1
18873,STN0005,Narmada, Maharashtra ,2024/03/18,3.0,49.7,57.6,39.2,3.87,5.01,6.1,800.7,,58.1,11.4,,155.6,good,0.0,12.72,267.2,8974.0,0.384,LOW,0
18874,STN0299, Brahmaputra ,ASSAM,09/12/2024,12.0,23.0,,25.4,2.32,3.95,5.27,400.4,26.7,57.6,46.7,16.7,201.6,Poor,0.0,1.99,385.4,6605.0,0.358,LOW,0
18875,stn0023, Kosi , Gujarat ,06/01/2017,1.0,-67.9,87.2,67.2,2.44,3.53,4.96,597.1,18.4,53.5,35.4,14.0,121.0, Good ,0.0,8.12,21.4,,0.347,Low,0
18876,STN0455,mahanadi,Madhya Pradesh,03-Nov-2020,11.0,60.4,47.9,77.3,4.61,4.39,5.53,1247.5,37.0,49.2,21.5,15.8,90.6,Poor,0.0,6.51,368.0,8715.0,0.448,High,0
18877,STN0400,Mahanadi,Madhya Pradesh,2015-08-21,8.0,33.4,43.9,10.3,6.3,7.82,9.11,1386.0,29.0,72.9,86.4,26.9,150.5,GOOD,3.0,1.19,9.8,4132.0,0.427,Low,0
18878,STN0008,narmada,maharashtra,08/10/2020,10.0,81.6,63.6,49.6,4.12,3.51,4.55,841.6,24.5,54.1,42.5,12.3,129.5,Good,0.0,14.37,323.2,,0.497,High,1
18879,STN0277,Ganga,uttar pradesh,01-29-2015,1.0,65.4,61.4,56.9,2.83,3.71,5.06,914.5,23.3,67.0,38.1,26.0,111.9,GOOD,0.0,12.86,37.0,3423.0,0.363,Low,0
18880,STN0306,GANGA, Uttar Pradesh ,2018/09/01,9.0,122.9,106.8,77.9,8.74,8.11,9.45,2547.3,34.9,88.3,64.0,4.8,111.4,,1.0,6.27,46.7,11025.0,0.702,HIGH,0
18881,STN0033,Krishna,Odisha,2019/11/16,11.0,85.1,84.9,44.9,,6.1,7.59,1292.7,25.6,54.3,,19.7,37.8,Good,0.0,12.03,198.1,6771.0,0.499,moderate,0
18882,STN0190,NARMADA,Maharashtra,08-17-2020,8.0,7.5,9.2,4.5,3.91,4.3,5.26,1392.8,34.8,76.2,71.0,18.1,212.7,MODERATE,2.0,0.42,288.5,4626.0,0.477,MODERATE,0
18883,STN0262,YAMUNA,Bihar,2018-12-23,12.0,101.0,79.7,119.5,8.18,8.54,9.43,2149.3,25.2,44.7,5.0,30.4,105.2,good,0.0,13.23,208.7,7489.0,0.522, Moderate ,0
18884,STN0010,krishna,odisha,2022/01/07,1.0,73.4,48.5,64.1,2.83,3.89,4.96,902.8,23.3,54.5,49.1,5.7,117.0,GOOD,0.0,3.44,348.0,1871.0,0.344,Low,0
18885,STN0357,Kosi,Gujarat,2018-11-25,11.0,43.5,56.2,35.8,5.38,6.66,7.6,2005.6,18.0,60.6,32.6,18.2,, Moderate ,1.0,10.53,384.0,6257.0,0.418,LOW,0
18886,STN0408,Kosi,GUJARAT,2020/09/10,9.0,25.8,,16.2,6.71,7.77,9.13,2023.4,20.9,83.7,73.6,27.3,170.8,MODERATE,2.0,7.69,78.2,,0.442,Low,0
18887,STN0150, Tapi ,KARNATAKA,2022/02/14,2.0,10.8,14.1,8.6,6.43,7.55,8.36,2541.0,23.0,54.5,27.0,21.9,0.0,GOOD,2.0,12.97,255.1,1072.0,0.421,Low,0
18888,STN0043,KOSI,gujarat,2021/07/07,7.0,169.5,122.5,115.7,5.34,5.11,6.37,1345.4,27.5,64.2,49.3,7.6,192.7, Moderate ,0.0,10.52,270.7,9440.0,0.574, High ,0
18889,STN0202,ganga,UTTAR PRADESH,06-21-2024,6.0,140.0,145.5,123.7,5.38,4.41,5.89,1648.8,39.5,83.8,59.6,21.0,183.8,GOOD,0.0,7.47,132.7,6443.0,0.645,High,1
18890,Stn-0176,GANGA,UTTAR PRADESH,2015-12-07,12.0,24.2,33.7,44.9,7.29,8.15,9.25,2272.7,26.8,52.0,17.2,15.3,146.8,Moderate,0.0,8.4,42.8,10459.0,0.49,moderate,0
18891,STN0298,Cauvery,ANDHRA PRADESH,08-10-2024,8.0,200.6,207.2,174.2,8.06,5.93,7.41,1429.4,28.2,70.6,31.8,,392.1,Moderate,2.0,11.42,58.4,10388.0,0.705,severe,1
18892,STN0446, Yamuna ,BIHAR,2021-09-06,9.0,78.6,48.7,66.0,4.26,5.47,6.57,1586.2,34.5,69.8,39.2,3.0,197.7,MODERATE,0.0,0.96,100.1,8056.0,0.388,low,0
18893,stn0492,NARMADA,Maharashtra,10/05/2019,5.0,87.2,73.8,111.8,6.08,7.93,8.78,1218.2,26.0,59.5,17.2,22.4,,Good,0.0,14.65,163.6,2085.0,0.39, Low ,0
18894,STN0219, Yamuna ,bihar,01-16-2015,1.0,46.1,59.0,31.2,6.77,7.54,8.53,2311.8,28.4,,35.2,6.2,0.0,Moderate,0.0,3.46,225.3,1093.0,0.442,LOW,0
18895,STN0213,NARMADA,maharashtra,2015/05/02,5.0,17.0,14.2,0.0,5.78,6.68,7.64,1569.2,25.6,55.2,51.8,8.5,117.6,GOOD,0.0,8.7,215.5,2292.0,0.403,Low,0
18896,STN0003,mahanadi,Madhya Pradesh,19/02/2023,2.0,24.0,22.0,18.2,3.21,6.1,7.03,1169.1,27.8,49.6,29.8,15.1,194.6,good,0.0,0.5,19.5,,0.275,low,0
18897,STN0043,KOSI, Gujarat ,11/10/2022,10.0,83.7,105.7,93.6,4.83,5.11,6.37,1563.8,,57.4,40.6,26.5,154.8,Moderate,0.0,9.44,270.7,9440.0,0.54,MODERATE,0
18898,STN0046,KRISHNA,ODISHA,10-05-2018,10.0,56.9,41.4,30.9,6.67,8.43,9.24,1757.3,17.8,50.4,62.2,9.2,54.2,good,1.0,12.94,75.0,6255.0,0.371,low,0
18899,STN0179,Yamuna,BIHAR,2018-04-21,4.0,21.6,22.7,34.0,5.04,6.01,6.96,1281.0,,43.4,8.4,0.6,61.9,Good,0.0,10.47,244.8,11821.0,0.374, Low ,0
18900,STN0372, Cauvery ,ANDHRA PRADESH,09-04-2017,9.0,116.9,90.5,137.0,7.61,7.33,8.73,2918.3,26.8,71.9,57.8,22.1,146.2,MODERATE,5.0,14.27,315.1,,0.611, High ,0
18901,STN0215, Tapi ,karnataka,2019-01-05,1.0,28.7,27.1,18.4,,7.65,8.87,1374.7,22.6,,23.1,31.3,254.5,Good,0.0,8.87,136.5,7886.0,0.475, Moderate ,0
18902,STN0170,YAMUNA,Bihar,04/06/2016,6.0,82.4,83.3,87.3,4.34,5.24,6.24,1567.2,27.2,,,39.4,85.8,moderate,2.0,8.63,183.4,4029.0,0.496,moderate,0
18903,STN0212,Godavari,west bengal,2023-09-30,9.0,191.8,237.2,208.2,,7.54,8.5,2833.1,24.8,72.0,85.2,17.3,228.9, Moderate ,1.0,12.92,262.1,2503.0,0.893,severe,1
18904,STN0418,kosi,GUJARAT,2019-06-14,6.0,96.2,70.5,104.2,4.51,5.19,6.5,1020.1,31.9,75.1,47.1,24.6,211.4,moderate,1.0,4.58,308.8,4795.0,0.457,MODERATE,0
18905,STN0277,ganga,UTTAR PRADESH,2016-02-27,2.0,83.4,60.5,53.6,,3.71,5.06,704.8,22.5,57.5,42.0,28.8,78.7,poor,1.0,0.34,37.0,3423.0,0.301,Low,0
18906,stn0451,Krishna,Odisha,2019-07-04,7.0,172.0,188.7,203.4,4.04,3.43,4.84,1185.2,21.4,72.0,44.5,13.9,226.2,Moderate,0.0,6.46,117.9,7669.0,0.665, High ,1
18907,stn0146,GANGA,Uttar Pradesh,2023-12-01,12.0,117.9,117.5,118.6,4.59,5.06,6.29,1322.6,28.3,67.0,44.0,15.5,18.9,poor,0.0,4.49,196.0,8701.0,0.436,low,0
18908,STN0450,Brahmaputra,Assam,2017-03-07,3.0,73.1,99.0,64.1,5.16,6.65,7.48,1381.6,24.4,64.0,59.6,25.0,1.3,Moderate,1.0,6.51,260.1,220.0,0.42,LOW,0
18909,STN0092,ganga,Uttar Pradesh,23/02/2024,2.0,70.8,92.4,85.6,7.1,6.31,7.6,1344.8,21.2,61.7,24.9,18.8,18.9,Moderate,0.0,1.99,152.4,1991.0,0.382,high,0
18910,STN0340,KOSI,GUJARAT,11-30-2023,11.0,13.2,10.0,0.0,4.57,5.45,6.38,1630.0,23.4,53.6,22.5,9.7,76.7,Good,0.0,12.16,168.6,2950.0,0.434,Low,0
18911,STN0048,Godavari,west bengal,01/02/2016,2.0,54.7,50.5,34.6,5.59,6.84,8.27,1281.0,27.9,48.7,49.8,0.0,16.1, Poor ,0.0,14.29,336.1,1854.0,0.427,low,0
18912,STN0231,Godavari,WEST BENGAL,2018/09/26,9.0,30.5,42.3,27.9,4.93,6.76,8.07,1503.5,31.7,81.4,77.9,23.0,202.9,good,4.0,10.15,303.7,2030.0,0.522,moderate,0
18913,STN0083, Mahanadi , Madhya Pradesh ,06-05-2024,6.0,,72.6,66.1,4.36,5.9,6.77,851.4,34.6,92.9,66.7,1.4,232.7,Moderate,4.0,0.44,220.1,5552.0,0.535,Moderate,0
18914,stn0182,Krishna,ODISHA,24/11/2018,11.0,47.0,61.4,46.9,7.33,8.54,9.4,2953.9,20.3,53.3,30.6,14.7,64.7,Poor,0.0,0.29,159.4,875.0,0.424,low,0
18915,STN0124,Narmada,maharashtra,2016-05-12,5.0,46.2,42.9,33.5,6.78,7.23,8.71,1727.1,20.7,56.0,5.0,13.9,,Moderate,0.0,14.21,45.1,721.0,0.467,moderate,0
18916,STN0332,narmada,Maharashtra,06-12-2022,6.0,225.4,187.1,152.3,8.15,7.61,8.57,1346.8,26.9,79.4,34.0,25.6,72.2,god,3.0,8.01,251.4,672.0,0.661,high,1
18917,STN0162,Mahanadi,MADHYA PRADESH,20-Jun-2023,6.0,,16.3,25.4,2.97,4.07,5.56,763.1,24.2,90.6,92.8,17.2,222.3,,2.0,4.93,98.6,6198.0,0.481,MODERATE,1
18918,STN0004,Krishna,odisha,26-Jun-2018,6.0,148.8,189.9,95.2,8.27,7.42,8.63,3151.4,28.1,79.4,55.9,37.4,229.5,GOOD,1.0,11.34,295.9,520.0,0.678,High,1
18919,STN0063, Yamuna ,BIHAR,30/06/2018,6.0,123.4,156.5,73.0,6.39,7.26,8.23,2002.9,32.8,88.2,73.9,23.9,321.2,MODERATE,2.0,10.21,47.1,,0.599,Moderate,0
18920,STN0266,GODAVARI, West Bengal ,2022-11-26,11.0,23.2,,17.7,2.41,3.89,5.26,657.4,21.1,73.3,59.1,0.0,96.2,good,0.0,3.57,341.3,11751.0,0.295,low,0
18921,STN0081,narmada,maharashtra,17-Feb-2022,2.0,11.3,12.9,13.7,6.2,6.62,7.65,1132.3,25.5,55.1,58.4,,11.8, Good ,1.0,9.95,328.0,2314.0,0.458,Moderate,0
18922,STN0399,tapi,Karnataka,2022-09-02,9.0,98.5,117.2,80.6,5.76,6.73,7.98,1795.7,31.3,86.7,71.1,13.0,180.4,Good,2.0,1.53,33.1,1385.0,0.44,low,0
18923,STN0485,Mahanadi,madhya pradesh,2019-10-11,10.0,48.5,54.4,67.8,7.28,7.24,8.5,2607.3,15.6,49.7,55.5,21.6,62.0,GOOD,2.0,10.47,68.2,3894.0,0.488,high,1
18924,STN0273,mahanadi,MADHYA PRADESH,06-07-2019,6.0,261.9,176.2,208.1,5.82,3.66,4.9,1401.9,20.1,91.3,55.6,1.2,145.0, Good ,0.0,8.71,347.9,2181.0,0.693,severe,1
18925,STN0315,cauvery,andhra pradesh,15/02/2022,2.0,49.4,51.8,52.9,3.48,4.95,6.24,842.6,15.2,67.9,55.3,31.4,205.8,,1.0,0.78,28.0,8747.0,0.441, Low ,0
